actual_cost,ccg,date,items,quantity,row_id,row_name,setting
2849.66,14L,01/12/2016,526,21250,P84020,PEEL HALL MEDICAL CENTRE,4
2500.68,14L,01/12/2016,599,25821,P84021,THE MAPLES MEDICAL CENTRE,4
1328.62,14L,01/12/2016,319,12558,P84022,KINGSWAY MEDICAL PRACTICE,4
914.83,14L,01/12/2016,189,8899,P84023,SURREY LODGE PRACTICE,4
2875.28,14L,01/12/2016,676,29693,P84024,BOWLAND MEDICAL PRACTICE,4
2060.43,14L,01/12/2016,515,21065,P84025,ST GEORGE'S MEDICAL CENTRE,4
986.92,14L,01/12/2016,261,13315,P84026,DICKENSON ROAD MEDICAL CENTRE,4
998.8,14L,01/12/2016,260,10476,P84027,WEST POINT MEDICAL CENTRE,4
2135.5,14L,01/12/2016,687,27307,P84028,GORTON MEDICAL CENTRE,4
2841.28,14L,01/12/2016,724,31978,P84029,BENCHILL MEDICAL PRACTICE,4
4451.98,14L,01/12/2016,675,38252,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
1489.4,14L,01/12/2016,398,18089,P84032,DRS HANIF & BANNURU,4
1876.49,14L,01/12/2016,307,13065,P84033,BEACON MEDICAL CENTRE,4
3361.6,14L,01/12/2016,475,22019,P84034,BARLOW MEDICAL CENTRE,4
2920.84,14L,01/12/2016,674,26469,P84035,BODEY MEDICAL CENTRE,4
1626.52,14L,01/12/2016,382,17337,P84037,DR CUNNINGHAM & PARTNERS,4
3341.9,14L,01/12/2016,363,17678,P84038,ASHVILLE SURGERY,4
2723.21,14L,01/12/2016,270,11534,P84039,THE RANGE MEDICAL CENTRE,4
2471.19,14L,01/12/2016,394,16717,P84040,CONRAN MEDICAL CENTRE,4
2035.1,14L,01/12/2016,508,22122,P84041,CORNERSTONE FAMILY PRACTICE,4
2851.26,14L,01/12/2016,439,22452,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
2826.17,14L,01/12/2016,492,23288,P84043,CORNISHWAY GROUP PRACTICE,4
2631.6,14L,01/12/2016,343,12712,P84045,THE PARK MEDICAL CENTRE,4
2857.71,14L,01/12/2016,450,22628,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1156.95,14L,01/12/2016,330,11483,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1856.11,14L,01/12/2016,472,16031,P84048,TREGENNA GROUP PRACTICE,4
4810.54,14L,01/12/2016,938,40528,P84049,THE AVENUE MEDICAL CENTRE,4
1833.03,14L,01/12/2016,330,15111,P84050,MOUNT ROAD SURGERY,4
1625.65,14L,01/12/2016,285,10921,P84051,EASTLANDS MEDICAL CENTRE,4
1342.96,14L,01/12/2016,371,16418,P84052,WEST GORTON MEDICAL PRACTICE,4
1740.26,14L,01/12/2016,370,17176,P84053,ASHCROFT SURGERY,4
1587.85,14L,01/12/2016,497,18771,P84054,WHITLEY ROAD MEDICAL CENTRE,4
836.17,14L,01/12/2016,222,9870,P84055,MERSEYBANK SURGERY,4
699.87,14L,01/12/2016,192,9862,P84056,PRINCESS ROAD SURGERY,4
1884.18,14L,01/12/2016,408,20770,P84059,LIME SQUARE MEDICAL CENTRE,4
1472.85,14L,01/12/2016,319,10946,P84061,BROOKLANDS MEDICAL PRACTICE,4
445.34,14L,01/12/2016,161,7220,P84062,BROOKDALE SURGERY,4
806.44,14L,01/12/2016,202,8905,P84064,NEW ISLINGTON MEDICAL CENTRE,4
626.72,14L,01/12/2016,185,7875,P84065,THE SINGH MEDICAL PRACTICE,4
934.65,14L,01/12/2016,254,10740,P84066,DAVID MEDICAL CENTRE,4
2264.01,14L,01/12/2016,461,21185,P84067,HAZELDENE MEDICAL CENTRE,4
2050.79,14L,01/12/2016,470,20523,P84068,CHORLTON FAMILY PRACTICE,4
1107.44,14L,01/12/2016,326,14138,P84070,NEWTON HEATH MEDICAL CENTRE,4
1439.49,14L,01/12/2016,266,11319,P84071,WILBRAHAM SURGERY,4
3308.37,14L,01/12/2016,784,43643,P84072,THE ROBERT DARBISHIRE PRACTICE,4
2361.65,14L,01/12/2016,508,28459,P84074,WELLFIELD MEDICAL CENTRE,4
428.84,14L,01/12/2016,95,4773,P84605,FERNCLOUGH SURGERY,4
1707.43,14L,01/12/2016,305,14792,P84611,"DR CHIU, KOH AND GAN",4
1637.67,14L,01/12/2016,262,15311,P84616,MANCHESTER MEDICAL,4
55.3,14L,01/12/2016,36,1647,P84623,ALEESHAN MEDICAL CENTRE,4
1206.98,14L,01/12/2016,256,11797,P84626,WILMSLOW ROAD SURGERY,4
2520.84,14L,01/12/2016,353,15846,P84630,THE ARCH MEDICAL PRACTICE,4
692.86,14L,01/12/2016,132,5473,P84631,ARTANE MEDICAL CENTRE,4
785.9,14L,01/12/2016,132,6602,P84635,THE WHITSWOOD PRACTICE,4
801.98,14L,01/12/2016,175,6650,P84637,DR KHAN'S PRACTICE,4
433.27,14L,01/12/2016,116,4000,P84639,FALLOWFIELD MEDICAL CENTRE,4
725.57,14L,01/12/2016,120,6684,P84640,QUEENS MEDICAL CENTRE,4
1012.44,14L,01/12/2016,243,12528,P84644,PARKSIDE SURGERY,4
2458.26,14L,01/12/2016,421,21396,P84645,PARK VIEW MEDICAL CENTRE,4
1200.34,14L,01/12/2016,200,9879,P84650,THE ALEXANDRA PRACTICE,4
806.27,14L,01/12/2016,205,9479,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
1497.54,14L,01/12/2016,296,11873,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
903.84,14L,01/12/2016,239,9286,P84663,THE NEVILLE FAMILY CENTRE,4
212.88,14L,01/12/2016,84,2836,P84665,AL-SHIFA MEDICAL CENTRE,4
2261.55,14L,01/12/2016,355,16597,P84669,CORNBROOK MEDICAL PRACTICE,4
588.11,14L,01/12/2016,171,6248,P84672,WOODLANDS MEDICAL PRACTICE,4
2282.39,14L,01/12/2016,460,16696,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
16.44,14L,01/12/2016,4,460,P84676,OSWALD ROAD MEDICAL PRACTICE,4
3804.68,14L,01/12/2016,813,37378,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
401.22,14L,01/12/2016,95,4222,P84679,WILLOWBANK SURGERY,4
499.88,14L,01/12/2016,147,5596,P84682,BURNAGE HEALTHCARE PRACTICE,4
948.88,14L,01/12/2016,194,7986,P84683,THE DOC'S SURGERY,4
561.09,14L,01/12/2016,118,4818,P84684,JOLLY MEDICAL CENTRE,4
886.03,14L,01/12/2016,204,11220,P84689,LONGSIGHT MEDICAL PRACTICE,4
623.06,14L,01/12/2016,175,6211,P84690,DAM HEAD MEDICAL CENTRE,4
6.62,14L,01/12/2016,3,328,P84696,COMMUNITY PAEDIATRICIANS,9
2454.64,14L,01/12/2016,650,25619,Y00707,PCEC,1
38.15,14L,01/12/2016,4,69,Y01249,BUCCLEUCH LODGE ICF,0
722.98,14L,01/12/2016,179,7609,Y01695,MP VICTORIA MILL,4
108,14L,01/12/2016,17,384,Y02210,INTERMEDIATE CARE,9
134.38,14L,01/12/2016,31,723,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
540.36,14L,01/12/2016,157,8236,Y02325,CHARLESTOWN MD,4
924.11,14L,01/12/2016,99,14096,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
708.39,14L,01/12/2016,122,6335,Y02520,SIMPSON MEDICAL PRACTICE,4
3185.56,14L,01/12/2016,644,41934,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
3940.55,14L,01/12/2016,1059,40446,Y02849,CITY HEALTH CENTRE,4
2535.17,14L,01/12/2016,573,27153,Y02890,HAWTHORN MC,4
1381.54,14L,01/12/2016,225,12933,Y02960,NEW BANK HEALTH,4
14.78,14L,01/12/2016,3,213,Y04084,PAHNT COMMUNITY SERVICES,9
5.76,14L,01/12/2016,4,342,Y04086,MFT ADULT COMMUNITY SERVICES,9
19.8,14L,01/12/2016,8,128,Y04380,CRISIS RESPONSE TEAM,9
844.2,14L,01/12/2016,304,14510,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
40.86,14L,01/12/2016,11,177,Y04584,INTERMEDIATE CARE (THE PEELE),0
440.17,14L,01/12/2016,171,5789,Y04605,SMGPF,9
79.44,14L,01/12/2016,9,655,Y05071,NORTHERN HEALTH GPPO HUB 2,0
1367.95,14L,01/12/2016,316,18741,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
1755.66,14L,01/01/2017,421,15342,P84004,FIVE OAKS FAMILIY PRACTICE,4
592.89,14L,01/01/2017,152,5995,P84005,THE VALLANCE CENTRE,4
1511.74,14L,01/01/2017,359,15529,P84009,AILSA CRAIG MEDICAL CENTRE,4
3657.74,14L,01/01/2017,428,16131,P84010,THE BORCHARDT MEDICAL CENTRE,4
3485.85,14L,01/01/2017,604,24663,P84012,NORTHENDEN GROUP PRACTICE,4
1649.82,14L,01/01/2017,369,14426,P84014,RK MEDICAL PRACTICE,4
1897.25,14L,01/01/2017,392,18178,P84016,LEVENSHULME MEDICAL PRACTICE,4
1687.23,14L,01/01/2017,408,16482,P84017,LADYBARN GROUP PRACTICE,4
866.07,14L,01/01/2017,142,4702,P84018,MAULDETH MEDICAL CENTRE,4
3803.79,14L,01/01/2017,680,29000,P84019,VALENTINE MEDICAL CENTRE,4
2446.69,14L,01/01/2017,505,19872,P84020,PEEL HALL MEDICAL CENTRE,4
2824.12,14L,01/01/2017,581,23095,P84021,THE MAPLES MEDICAL CENTRE,4
1917.34,14L,01/01/2017,394,14442,P84022,KINGSWAY MEDICAL PRACTICE,4
1034.95,14L,01/01/2017,225,11091,P84023,SURREY LODGE PRACTICE,4
2633.7,14L,01/01/2017,672,26932,P84024,BOWLAND MEDICAL PRACTICE,4
2289.9,14L,01/01/2017,555,23069,P84025,ST GEORGE'S MEDICAL CENTRE,4
879.57,14L,01/01/2017,237,10370,P84026,DICKENSON ROAD MEDICAL CENTRE,4
824.55,14L,01/01/2017,224,10464,P84027,WEST POINT MEDICAL CENTRE,4
2478.72,14L,01/01/2017,678,26704,P84028,GORTON MEDICAL CENTRE,4
4272.09,14L,01/01/2017,808,38685,P84029,BENCHILL MEDICAL PRACTICE,4
5165.4,14L,01/01/2017,655,33251,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
5255.02,14L,01/01/2017,381,16223,P84032,DRS HANIF & BANNURU,4
1537.61,14L,01/01/2017,325,13438,P84033,BEACON MEDICAL CENTRE,4
3443.64,14L,01/01/2017,488,20597,P84034,BARLOW MEDICAL CENTRE,4
2639.97,14L,01/01/2017,602,22331,P84035,BODEY MEDICAL CENTRE,4
1160.18,14L,01/01/2017,306,12225,P84037,DR CUNNINGHAM & PARTNERS,4
2221.06,14L,01/01/2017,338,14884,P84038,ASHVILLE SURGERY,4
2452.38,14L,01/01/2017,276,14220,P84039,THE RANGE MEDICAL CENTRE,4
1206.76,14L,01/01/2017,411,14038,P84040,CONRAN MEDICAL CENTRE,4
1780.43,14L,01/01/2017,467,19573,P84041,CORNERSTONE FAMILY PRACTICE,4
1701.23,14L,01/01/2017,354,14731,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
3947.14,14L,01/01/2017,545,25445,P84043,CORNISHWAY GROUP PRACTICE,4
2274.4,14L,01/01/2017,375,12952,P84045,THE PARK MEDICAL CENTRE,4
2614.9,14L,01/01/2017,465,24808,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1455.85,14L,01/01/2017,433,16619,P84047,DROYLSDEN RD FAMILY PRACTICE,4
2636.41,14L,01/01/2017,422,14852,P84048,TREGENNA GROUP PRACTICE,4
5501.98,14L,01/01/2017,989,42357,P84049,THE AVENUE MEDICAL CENTRE,4
1204.51,14L,01/01/2017,282,12334,P84050,MOUNT ROAD SURGERY,4
1238.01,14L,01/01/2017,331,10803,P84051,EASTLANDS MEDICAL CENTRE,4
1798.04,14L,01/01/2017,356,15677,P84052,WEST GORTON MEDICAL PRACTICE,4
1227.8,14L,01/01/2017,355,15418,P84053,ASHCROFT SURGERY,4
1467.99,14L,01/01/2017,466,17668,P84054,WHITLEY ROAD MEDICAL CENTRE,4
894.82,14L,01/01/2017,213,10372,P84055,MERSEYBANK SURGERY,4
1097.89,14L,01/01/2017,257,10764,P84056,PRINCESS ROAD SURGERY,4
1561.7,14L,01/01/2017,385,17585,P84059,LIME SQUARE MEDICAL CENTRE,4
1594.7,14L,01/01/2017,326,12921,P84061,BROOKLANDS MEDICAL PRACTICE,4
289.08,14L,01/01/2017,131,4632,P84062,BROOKDALE SURGERY,4
1032.78,14L,01/01/2017,177,7132,P84064,NEW ISLINGTON MEDICAL CENTRE,4
666.25,14L,01/01/2017,206,8287,P84065,THE SINGH MEDICAL PRACTICE,4
1299.72,14L,01/01/2017,263,9696,P84066,DAVID MEDICAL CENTRE,4
2666.15,14L,01/01/2017,427,19356,P84067,HAZELDENE MEDICAL CENTRE,4
1995.48,14L,01/01/2017,424,18421,P84068,CHORLTON FAMILY PRACTICE,4
1261.83,14L,01/01/2017,304,12683,P84070,NEWTON HEATH MEDICAL CENTRE,4
1072.76,14L,01/01/2017,242,9578,P84071,WILBRAHAM SURGERY,4
3113.38,14L,01/01/2017,779,36774,P84072,THE ROBERT DARBISHIRE PRACTICE,4
2558.32,14L,01/01/2017,526,27003,P84074,WELLFIELD MEDICAL CENTRE,4
545.79,14L,01/01/2017,109,5989,P84605,FERNCLOUGH SURGERY,4
1106.32,14L,01/01/2017,274,12744,P84611,"DR CHIU, KOH AND GAN",4
1370.35,14L,01/01/2017,277,13634,P84616,MANCHESTER MEDICAL,4
54.28,14L,01/01/2017,37,1024,P84623,ALEESHAN MEDICAL CENTRE,4
875.72,14L,01/01/2017,222,8804,P84626,WILMSLOW ROAD SURGERY,4
1888.09,14L,01/01/2017,346,11974,P84630,THE ARCH MEDICAL PRACTICE,4
758.31,14L,01/01/2017,119,6159,P84631,ARTANE MEDICAL CENTRE,4
1080.29,14L,01/01/2017,164,8537,P84635,THE WHITSWOOD PRACTICE,4
856,14L,01/01/2017,168,7281,P84637,DR KHAN'S PRACTICE,4
169.56,14L,01/01/2017,67,2039,P84639,FALLOWFIELD MEDICAL CENTRE,4
639.86,14L,01/01/2017,130,7717,P84640,QUEENS MEDICAL CENTRE,4
1034.3,14L,01/01/2017,205,12324,P84644,PARKSIDE SURGERY,4
1838.89,14L,01/01/2017,343,17026,P84645,PARK VIEW MEDICAL CENTRE,4
1069.01,14L,01/01/2017,220,9626,P84650,THE ALEXANDRA PRACTICE,4
811.21,14L,01/01/2017,234,10564,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
2615.3,14L,01/01/2017,289,13646,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
1967.19,14L,01/01/2017,243,8106,P84663,THE NEVILLE FAMILY CENTRE,4
183.46,14L,01/01/2017,83,2716,P84665,AL-SHIFA MEDICAL CENTRE,4
2321.45,14L,01/01/2017,368,15468,P84669,CORNBROOK MEDICAL PRACTICE,4
1088.76,14L,01/01/2017,173,5995,P84672,WOODLANDS MEDICAL PRACTICE,4
1922.58,14L,01/01/2017,413,12875,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
0.82,14L,01/01/2017,1,8,P84676,OSWALD ROAD MEDICAL PRACTICE,4
3234.74,14L,01/01/2017,755,31882,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
213.91,14L,01/01/2017,83,2810,P84679,WILLOWBANK SURGERY,4
781.79,14L,01/01/2017,148,7468,P84682,BURNAGE HEALTHCARE PRACTICE,4
1190.68,14L,01/01/2017,203,8026,P84683,THE DOC'S SURGERY,4
939.42,14L,01/01/2017,113,5043,P84684,JOLLY MEDICAL CENTRE,4
578.13,14L,01/01/2017,185,8907,P84689,LONGSIGHT MEDICAL PRACTICE,4
608.15,14L,01/01/2017,208,6233,P84690,DAM HEAD MEDICAL CENTRE,4
2455.14,14L,01/01/2017,587,21527,Y00707,PCEC,1
54.11,14L,01/01/2017,13,258,Y01249,BUCCLEUCH LODGE ICF,0
514.51,14L,01/01/2017,159,6295,Y01695,MP VICTORIA MILL,4
98.02,14L,01/01/2017,21,429,Y02210,INTERMEDIATE CARE,9
8.79,14L,01/01/2017,6,140,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
1164.79,14L,01/01/2017,193,9175,Y02325,CHARLESTOWN MD,4
787.61,14L,01/01/2017,97,14026,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
940.08,14L,01/01/2017,167,9578,Y02520,SIMPSON MEDICAL PRACTICE,4
3167.6,14L,01/01/2017,605,41218,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
3794.42,14L,01/01/2017,1086,41274,Y02849,CITY HEALTH CENTRE,4
2833.12,14L,01/01/2017,573,25730,Y02890,HAWTHORN MC,4
1327.12,14L,01/01/2017,229,12163,Y02960,NEW BANK HEALTH,4
46.46,14L,01/01/2017,8,279,Y04084,PAHNT COMMUNITY SERVICES,9
18.81,14L,01/01/2017,10,742,Y04086,MFT ADULT COMMUNITY SERVICES,9
53.39,14L,01/01/2017,9,207,Y04380,CRISIS RESPONSE TEAM,9
1012.47,14L,01/01/2017,339,13804,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
5.72,14L,01/01/2017,5,91,Y04584,INTERMEDIATE CARE (THE PEELE),0
520.93,14L,01/01/2017,190,6647,Y04605,SMGPF,9
24.48,14L,01/01/2017,15,498,Y05071,NORTHERN HEALTH GPPO HUB 2,0
1172.54,14L,01/01/2017,300,16792,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
1960.94,14L,01/02/2017,466,19098,P84004,FIVE OAKS FAMILIY PRACTICE,4
638.39,14L,01/02/2017,152,6877,P84005,THE VALLANCE CENTRE,4
1654.86,14L,01/02/2017,316,15158,P84009,AILSA CRAIG MEDICAL CENTRE,4
1681.86,14L,01/02/2017,371,16241,P84010,THE BORCHARDT MEDICAL CENTRE,4
4415.38,14L,01/02/2017,563,26243,P84012,NORTHENDEN GROUP PRACTICE,4
1094.8,14L,01/02/2017,336,14313,P84014,RK MEDICAL PRACTICE,4
1923.45,14L,01/02/2017,320,15454,P84016,LEVENSHULME MEDICAL PRACTICE,4
1907.64,14L,01/02/2017,383,16807,P84017,LADYBARN GROUP PRACTICE,4
810.54,14L,01/02/2017,176,7682,P84018,MAULDETH MEDICAL CENTRE,4
1984.9,14L,01/02/2017,506,21106,P84019,VALENTINE MEDICAL CENTRE,4
2402.43,14L,01/02/2017,501,21385,P84020,PEEL HALL MEDICAL CENTRE,4
2204.11,14L,01/02/2017,516,19560,P84021,THE MAPLES MEDICAL CENTRE,4
998.94,14L,01/02/2017,287,11661,P84022,KINGSWAY MEDICAL PRACTICE,4
613.57,14L,01/02/2017,193,9061,P84023,SURREY LODGE PRACTICE,4
2662.4,14L,01/02/2017,587,23593,P84024,BOWLAND MEDICAL PRACTICE,4
1741.63,14L,01/02/2017,482,22644,P84025,ST GEORGE'S MEDICAL CENTRE,4
1370.98,14L,01/02/2017,283,15486,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1041.66,14L,01/02/2017,262,12160,P84027,WEST POINT MEDICAL CENTRE,4
2298.85,14L,01/02/2017,619,26390,P84028,GORTON MEDICAL CENTRE,4
3541.21,14L,01/02/2017,733,39378,P84029,BENCHILL MEDICAL PRACTICE,4
3889.17,14L,01/02/2017,572,36044,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
2063.14,14L,01/02/2017,322,14130,P84032,DRS HANIF & BANNURU,4
1472.56,14L,01/02/2017,271,10358,P84033,BEACON MEDICAL CENTRE,4
2898.18,14L,01/02/2017,443,21655,P84034,BARLOW MEDICAL CENTRE,4
2800.69,14L,01/02/2017,616,25287,P84035,BODEY MEDICAL CENTRE,4
1109.02,14L,01/02/2017,270,14128,P84037,DR CUNNINGHAM & PARTNERS,4
2324.55,14L,01/02/2017,328,17208,P84038,ASHVILLE SURGERY,4
1691.27,14L,01/02/2017,256,13195,P84039,THE RANGE MEDICAL CENTRE,4
2170.9,14L,01/02/2017,384,16074,P84040,CONRAN MEDICAL CENTRE,4
1631.33,14L,01/02/2017,415,19530,P84041,CORNERSTONE FAMILY PRACTICE,4
1397.28,14L,01/02/2017,287,14245,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
2561.66,14L,01/02/2017,461,20916,P84043,CORNISHWAY GROUP PRACTICE,4
1741.29,14L,01/02/2017,283,11202,P84045,THE PARK MEDICAL CENTRE,4
2471.32,14L,01/02/2017,467,28367,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1290.18,14L,01/02/2017,271,11215,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1840.96,14L,01/02/2017,411,13281,P84048,TREGENNA GROUP PRACTICE,4
4577.1,14L,01/02/2017,832,40478,P84049,THE AVENUE MEDICAL CENTRE,4
1181.3,14L,01/02/2017,224,10825,P84050,MOUNT ROAD SURGERY,4
1636.97,14L,01/02/2017,300,14138,P84051,EASTLANDS MEDICAL CENTRE,4
1226.26,14L,01/02/2017,320,12520,P84052,WEST GORTON MEDICAL PRACTICE,4
1610.24,14L,01/02/2017,298,15242,P84053,ASHCROFT SURGERY,4
1517.75,14L,01/02/2017,412,18370,P84054,WHITLEY ROAD MEDICAL CENTRE,4
1040.32,14L,01/02/2017,188,10768,P84055,MERSEYBANK SURGERY,4
810.98,14L,01/02/2017,193,8355,P84056,PRINCESS ROAD SURGERY,4
1538.38,14L,01/02/2017,372,19583,P84059,LIME SQUARE MEDICAL CENTRE,4
1426.35,14L,01/02/2017,273,12060,P84061,BROOKLANDS MEDICAL PRACTICE,4
689.24,14L,01/02/2017,146,7556,P84062,BROOKDALE SURGERY,4
720.83,14L,01/02/2017,198,8955,P84064,NEW ISLINGTON MEDICAL CENTRE,4
546.54,14L,01/02/2017,194,9173,P84065,THE SINGH MEDICAL PRACTICE,4
726.03,14L,01/02/2017,219,8169,P84066,DAVID MEDICAL CENTRE,4
1958.35,14L,01/02/2017,357,19476,P84067,HAZELDENE MEDICAL CENTRE,4
2281.37,14L,01/02/2017,413,21435,P84068,CHORLTON FAMILY PRACTICE,4
971.27,14L,01/02/2017,262,11973,P84070,NEWTON HEATH MEDICAL CENTRE,4
977.91,14L,01/02/2017,214,7861,P84071,WILBRAHAM SURGERY,4
2688.84,14L,01/02/2017,550,27432,P84072,THE ROBERT DARBISHIRE PRACTICE,4
2506.28,14L,01/02/2017,459,27635,P84074,WELLFIELD MEDICAL CENTRE,4
420.1,14L,01/02/2017,84,3622,P84605,FERNCLOUGH SURGERY,4
1168.91,14L,01/02/2017,226,11277,P84611,"DR CHIU, KOH AND GAN",4
1435.6,14L,01/02/2017,223,11605,P84616,MANCHESTER MEDICAL,4
41.91,14L,01/02/2017,31,1266,P84623,ALEESHAN MEDICAL CENTRE,4
1201.98,14L,01/02/2017,246,10861,P84626,WILMSLOW ROAD SURGERY,4
2249.37,14L,01/02/2017,287,11264,P84630,THE ARCH MEDICAL PRACTICE,4
537.43,14L,01/02/2017,95,4208,P84631,ARTANE MEDICAL CENTRE,4
688.13,14L,01/02/2017,115,5843,P84635,THE WHITSWOOD PRACTICE,4
809.21,14L,01/02/2017,147,7106,P84637,DR KHAN'S PRACTICE,4
278.28,14L,01/02/2017,95,4027,P84639,FALLOWFIELD MEDICAL CENTRE,4
792.97,14L,01/02/2017,104,6160,P84640,QUEENS MEDICAL CENTRE,4
1142.3,14L,01/02/2017,196,10810,P84644,PARKSIDE SURGERY,4
1827.57,14L,01/02/2017,368,20747,P84645,PARK VIEW MEDICAL CENTRE,4
1082.59,14L,01/02/2017,171,7859,P84650,THE ALEXANDRA PRACTICE,4
997.65,14L,01/02/2017,192,8906,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
1190.47,14L,01/02/2017,244,10711,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
2185.32,14L,01/02/2017,198,7493,P84663,THE NEVILLE FAMILY CENTRE,4
236.61,14L,01/02/2017,86,2840,P84665,AL-SHIFA MEDICAL CENTRE,4
1458.51,14L,01/02/2017,263,12314,P84669,CORNBROOK MEDICAL PRACTICE,4
963.43,14L,01/02/2017,157,6362,P84672,WOODLANDS MEDICAL PRACTICE,4
1967.07,14L,01/02/2017,393,14562,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
7.2,14L,01/02/2017,1,400,P84676,OSWALD ROAD MEDICAL PRACTICE,4
2586.93,14L,01/02/2017,613,25202,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
313.33,14L,01/02/2017,84,3015,P84679,WILLOWBANK SURGERY,4
328.43,14L,01/02/2017,110,4015,P84682,BURNAGE HEALTHCARE PRACTICE,4
617.46,14L,01/02/2017,156,5542,P84683,THE DOC'S SURGERY,4
554.31,14L,01/02/2017,107,5759,P84684,JOLLY MEDICAL CENTRE,4
783.33,14L,01/02/2017,170,9989,P84689,LONGSIGHT MEDICAL PRACTICE,4
859.07,14L,01/02/2017,183,6165,P84690,DAM HEAD MEDICAL CENTRE,4
348.09,14L,01/02/2017,1,100,P84696,COMMUNITY PAEDIATRICIANS,9
2383.21,14L,01/02/2017,606,24197,Y00707,PCEC,1
27.31,14L,01/02/2017,4,102,Y01249,BUCCLEUCH LODGE ICF,0
561.11,14L,01/02/2017,124,6397,Y01695,MP VICTORIA MILL,4
69.5,14L,01/02/2017,14,292,Y02210,INTERMEDIATE CARE,9
443.53,14L,01/02/2017,22,392,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
528.46,14L,01/02/2017,163,6466,Y02325,CHARLESTOWN MD,4
609.5,14L,01/02/2017,63,8249,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
1117.41,14L,01/02/2017,170,12219,Y02520,SIMPSON MEDICAL PRACTICE,4
2212.78,14L,01/02/2017,437,28973,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
3578.08,14L,01/02/2017,857,32477,Y02849,CITY HEALTH CENTRE,4
1991.21,14L,01/02/2017,513,26964,Y02890,HAWTHORN MC,4
706.19,14L,01/02/2017,213,11818,Y02960,NEW BANK HEALTH,4
83.66,14L,01/02/2017,5,566,Y04084,PAHNT COMMUNITY SERVICES,9
2.38,14L,01/02/2017,2,42,Y04086,MFT ADULT COMMUNITY SERVICES,9
52.05,14L,01/02/2017,9,297,Y04380,CRISIS RESPONSE TEAM,9
1113.11,14L,01/02/2017,406,18301,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
29.53,14L,01/02/2017,12,334,Y04584,INTERMEDIATE CARE (THE PEELE),0
390.08,14L,01/02/2017,129,5272,Y04605,SMGPF,9
30.09,14L,01/02/2017,4,329,Y05071,NORTHERN HEALTH GPPO HUB 2,0
1378.62,14L,01/02/2017,436,23352,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
1875.87,14L,01/03/2017,401,21116,P84004,FIVE OAKS FAMILIY PRACTICE,4
797.31,14L,01/03/2017,191,8308,P84005,THE VALLANCE CENTRE,4
2314.94,14L,01/03/2017,347,16385,P84009,AILSA CRAIG MEDICAL CENTRE,4
2478.62,14L,01/03/2017,408,20297,P84010,THE BORCHARDT MEDICAL CENTRE,4
3668.32,14L,01/03/2017,595,27526,P84012,NORTHENDEN GROUP PRACTICE,4
1367.73,14L,01/03/2017,312,12892,P84014,RK MEDICAL PRACTICE,4
2167.94,14L,01/03/2017,406,18402,P84016,LEVENSHULME MEDICAL PRACTICE,4
2009.61,14L,01/03/2017,374,17283,P84017,LADYBARN GROUP PRACTICE,4
1020.82,14L,01/03/2017,153,4872,P84018,MAULDETH MEDICAL CENTRE,4
3359.77,14L,01/03/2017,616,26764,P84019,VALENTINE MEDICAL CENTRE,4
2967.11,14L,01/03/2017,564,23766,P84020,PEEL HALL MEDICAL CENTRE,4
