date,row_id,row_name,total_list_size
2017-01-01,P84663,THE NEVILLE FAMILY CENTRE,3777
2017-01-01,P84665,AL-SHIFA MEDICAL CENTRE,2795
2017-01-01,P84669,CORNBROOK MEDICAL PRACTICE,11418
2017-01-01,P84672,WOODLANDS MEDICAL PRACTICE,3184
2017-01-01,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,10664
2017-01-01,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,13881
2017-01-01,P84679,WILLOWBANK SURGERY,1750
2017-01-01,P84682,BURNAGE HEALTHCARE PRACTICE,2282
2017-01-01,P84683,THE DOC'S SURGERY,7477
2017-01-01,P84684,JOLLY MEDICAL CENTRE,3308
2017-01-01,P84689,LONGSIGHT MEDICAL PRACTICE,4710
2017-01-01,P84690,DAM HEAD MEDICAL CENTRE,2730
2017-01-01,Y01695,MP VICTORIA MILL,2488
2017-01-01,Y02325,CHARLESTOWN MD,3673
2017-01-01,Y02520,SIMPSON MEDICAL PRACTICE,5898
2017-01-01,Y02849,CITY HEALTH CENTRE,9944
2017-01-01,Y02890,HAWTHORN MC,5089
2017-01-01,Y02960,NEW BANK HEALTH,5841
2017-02-01,P84004,FIVE OAKS FAMILIY PRACTICE,9056
2017-02-01,P84005,THE VALLANCE CENTRE,7481
2017-02-01,P84009,AILSA CRAIG MEDICAL CENTRE,10080
2017-02-01,P84010,THE BORCHARDT MEDICAL CENTRE,10498
2017-02-01,P84012,NORTHENDEN GROUP PRACTICE,10428
2017-02-01,P84014,RK MEDICAL PRACTICE,4497
2017-02-01,P84016,LEVENSHULME MEDICAL PRACTICE,7640
2017-02-01,P84017,LADYBARN GROUP PRACTICE,10563
2017-02-01,P84018,MAULDETH MEDICAL CENTRE,6513
2017-02-01,P84019,VALENTINE MEDICAL CENTRE,10602
2017-02-01,P84020,PEEL HALL MEDICAL CENTRE,8721
2017-02-01,P84021,THE MAPLES MEDICAL CENTRE,8332
2017-02-01,P84022,KINGSWAY MEDICAL PRACTICE,5981
2017-02-01,P84023,SURREY LODGE PRACTICE,8595
2017-02-01,P84024,BOWLAND MEDICAL PRACTICE,7710
2017-02-01,P84025,ST GEORGE'S MEDICAL CENTRE,6794
2017-02-01,P84026,DICKENSON ROAD MEDICAL CENTRE,6885
2017-02-01,P84027,WEST POINT MEDICAL CENTRE,7310
2017-02-01,P84028,GORTON MEDICAL CENTRE,8331
2017-02-01,P84029,BENCHILL MEDICAL PRACTICE,9570
2017-02-01,P84030,NEW COLLEGIATE MEDICAL CENTRE,13605
2017-02-01,P84032,DRS HANIF & BANNURU,6440
2017-02-01,P84033,BEACON MEDICAL CENTRE,3850
2017-02-01,P84034,BARLOW MEDICAL CENTRE,14119
2017-02-01,P84035,BODEY MEDICAL CENTRE,17080
2017-02-01,P84037,DR CUNNINGHAM & PARTNERS,6771
2017-02-01,P84038,ASHVILLE SURGERY,8923
2017-02-01,P84039,THE RANGE MEDICAL CENTRE,8139
2017-02-01,P84040,CONRAN MEDICAL CENTRE,5847
2017-02-01,P84041,CORNERSTONE FAMILY PRACTICE,6712
2017-02-01,P84042,FLORENCE HOUSE MEDICAL PRACTICE,8694
2017-02-01,P84043,CORNISHWAY GROUP PRACTICE,9034
2017-02-01,P84045,THE PARK MEDICAL CENTRE,5073
2017-02-01,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,11116
2017-02-01,P84047,DROYLSDEN RD FAMILY PRACTICE,4505
2017-02-01,P84048,TREGENNA GROUP PRACTICE,6548
2017-02-01,P84049,THE AVENUE MEDICAL CENTRE,10267
2017-02-01,P84050,MOUNT ROAD SURGERY,7920
2017-02-01,P84051,EASTLANDS MEDICAL CENTRE,5391
2017-02-01,P84052,WEST GORTON MEDICAL PRACTICE,6566
2017-02-01,P84053,ASHCROFT SURGERY,8073
2017-02-01,P84054,WHITLEY ROAD MEDICAL CENTRE,6604
2017-02-01,P84055,MERSEYBANK SURGERY,2665
2017-02-01,P84056,PRINCESS ROAD SURGERY,4716
2017-02-01,P84059,LIME SQUARE MEDICAL CENTRE,6097
2017-02-01,P84061,BROOKLANDS MEDICAL PRACTICE,5984
2017-02-01,P84062,BROOKDALE SURGERY,2551
2017-02-01,P84064,NEW ISLINGTON MEDICAL CENTRE,4775
2017-02-01,P84065,THE SINGH MEDICAL PRACTICE,3955
2017-02-01,P84066,DAVID MEDICAL CENTRE,4248
2017-02-01,P84067,HAZELDENE MEDICAL CENTRE,6744
2017-02-01,P84068,CHORLTON FAMILY PRACTICE,14711
2017-02-01,P84070,NEWTON HEATH MEDICAL CENTRE,6301
2017-02-01,P84071,WILBRAHAM SURGERY,4305
2017-02-01,P84072,THE ROBERT DARBISHIRE PRACTICE,21721
2017-02-01,P84074,WELLFIELD MEDICAL CENTRE,9973
2017-02-01,P84605,FERNCLOUGH SURGERY,2031
2017-02-01,P84611,"DR CHIU, KOH AND GAN",5975
2017-02-01,P84616,MANCHESTER MEDICAL,7160
2017-02-01,P84623,ALEESHAN MEDICAL CENTRE,1206
2017-02-01,P84626,WILMSLOW ROAD SURGERY,4792
2017-02-01,P84630,THE ARCH MEDICAL PRACTICE,16208
2017-02-01,P84631,ARTANE MEDICAL CENTRE,2553
2017-02-01,P84635,THE WHITSWOOD PRACTICE,3760
2017-02-01,P84637,DR KHAN'S PRACTICE,2658
2017-02-01,P84639,FALLOWFIELD MEDICAL CENTRE,2118
2017-02-01,P84640,QUEENS MEDICAL CENTRE,2830
2017-02-01,P84644,PARKSIDE SURGERY,4548
2017-02-01,P84645,PARK VIEW MEDICAL CENTRE,6092
2017-02-01,P84650,THE ALEXANDRA PRACTICE,5537
2017-02-01,P84651,NORTHERN MOOR MEDICAL PRACTICE,3444
2017-02-01,P84652,CORKLAND ROAD MEDICAL PRACTICE,7536
2017-02-01,P84663,THE NEVILLE FAMILY CENTRE,3777
2017-02-01,P84665,AL-SHIFA MEDICAL CENTRE,2795
2017-02-01,P84669,CORNBROOK MEDICAL PRACTICE,11418
2017-02-01,P84672,WOODLANDS MEDICAL PRACTICE,3184
2017-02-01,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,10664
2017-02-01,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,13881
2017-02-01,P84679,WILLOWBANK SURGERY,1750
2017-02-01,P84682,BURNAGE HEALTHCARE PRACTICE,2282
2017-02-01,P84683,THE DOC'S SURGERY,7477
2017-02-01,P84684,JOLLY MEDICAL CENTRE,3308
2017-02-01,P84689,LONGSIGHT MEDICAL PRACTICE,4710
2017-02-01,P84690,DAM HEAD MEDICAL CENTRE,2730
2017-02-01,Y01695,MP VICTORIA MILL,2488
2017-02-01,Y02325,CHARLESTOWN MD,3673
2017-02-01,Y02520,SIMPSON MEDICAL PRACTICE,5898
2017-02-01,Y02849,CITY HEALTH CENTRE,9944
2017-02-01,Y02890,HAWTHORN MC,5089
2017-02-01,Y02960,NEW BANK HEALTH,5841
2017-03-01,P84004,FIVE OAKS FAMILIY PRACTICE,9056
2017-03-01,P84005,THE VALLANCE CENTRE,7481
2017-03-01,P84009,AILSA CRAIG MEDICAL CENTRE,10080
2017-03-01,P84010,THE BORCHARDT MEDICAL CENTRE,10498
2017-03-01,P84012,NORTHENDEN GROUP PRACTICE,10428
2017-03-01,P84014,RK MEDICAL PRACTICE,4497
2017-03-01,P84016,LEVENSHULME MEDICAL PRACTICE,7640
2017-03-01,P84017,LADYBARN GROUP PRACTICE,10563
2017-03-01,P84018,MAULDETH MEDICAL CENTRE,6513
2017-03-01,P84019,VALENTINE MEDICAL CENTRE,10602
2017-03-01,P84020,PEEL HALL MEDICAL CENTRE,8721
2017-03-01,P84021,THE MAPLES MEDICAL CENTRE,8332
2017-03-01,P84022,KINGSWAY MEDICAL PRACTICE,5981
2017-03-01,P84023,SURREY LODGE PRACTICE,8595
2017-03-01,P84024,BOWLAND MEDICAL PRACTICE,7710
2017-03-01,P84025,ST GEORGE'S MEDICAL CENTRE,6794
2017-03-01,P84026,DICKENSON ROAD MEDICAL CENTRE,6885
2017-03-01,P84027,WEST POINT MEDICAL CENTRE,7310
2017-03-01,P84028,GORTON MEDICAL CENTRE,8331
2017-03-01,P84029,BENCHILL MEDICAL PRACTICE,9570
2017-03-01,P84030,NEW COLLEGIATE MEDICAL CENTRE,13605
2017-03-01,P84032,DRS HANIF & BANNURU,6440
2017-03-01,P84033,BEACON MEDICAL CENTRE,3850
2017-03-01,P84034,BARLOW MEDICAL CENTRE,14119
2017-03-01,P84035,BODEY MEDICAL CENTRE,17080
2017-03-01,P84037,DR CUNNINGHAM & PARTNERS,6771
2017-03-01,P84038,ASHVILLE SURGERY,8923
2017-03-01,P84039,THE RANGE MEDICAL CENTRE,8139
2017-03-01,P84040,CONRAN MEDICAL CENTRE,5847
2017-03-01,P84041,CORNERSTONE FAMILY PRACTICE,6712
2017-03-01,P84042,FLORENCE HOUSE MEDICAL PRACTICE,8694
2017-03-01,P84043,CORNISHWAY GROUP PRACTICE,9034
2017-03-01,P84045,THE PARK MEDICAL CENTRE,5073
2017-03-01,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,11116
2017-03-01,P84047,DROYLSDEN RD FAMILY PRACTICE,4505
2017-03-01,P84048,TREGENNA GROUP PRACTICE,6548
2017-03-01,P84049,THE AVENUE MEDICAL CENTRE,10267
2017-03-01,P84050,MOUNT ROAD SURGERY,7920
2017-03-01,P84051,EASTLANDS MEDICAL CENTRE,5391
2017-03-01,P84052,WEST GORTON MEDICAL PRACTICE,6566
2017-03-01,P84053,ASHCROFT SURGERY,8073
2017-03-01,P84054,WHITLEY ROAD MEDICAL CENTRE,6604
2017-03-01,P84055,MERSEYBANK SURGERY,2665
2017-03-01,P84056,PRINCESS ROAD SURGERY,4716
2017-03-01,P84059,LIME SQUARE MEDICAL CENTRE,6097
2017-03-01,P84061,BROOKLANDS MEDICAL PRACTICE,5984
2017-03-01,P84062,BROOKDALE SURGERY,2551
2017-03-01,P84064,NEW ISLINGTON MEDICAL CENTRE,4775
2017-03-01,P84065,THE SINGH MEDICAL PRACTICE,3955
2017-03-01,P84066,DAVID MEDICAL CENTRE,4248
2017-03-01,P84067,HAZELDENE MEDICAL CENTRE,6744
2017-03-01,P84068,CHORLTON FAMILY PRACTICE,14711
2017-03-01,P84070,NEWTON HEATH MEDICAL CENTRE,6301
2017-03-01,P84071,WILBRAHAM SURGERY,4305
2017-03-01,P84072,THE ROBERT DARBISHIRE PRACTICE,21721
2017-03-01,P84074,WELLFIELD MEDICAL CENTRE,9973
2017-03-01,P84605,FERNCLOUGH SURGERY,2031
2017-03-01,P84611,"DR CHIU, KOH AND GAN",5975
2017-03-01,P84616,MANCHESTER MEDICAL,7160
2017-03-01,P84623,ALEESHAN MEDICAL CENTRE,1206
2017-03-01,P84626,WILMSLOW ROAD SURGERY,4792
2017-03-01,P84630,THE ARCH MEDICAL PRACTICE,16208
2017-03-01,P84631,ARTANE MEDICAL CENTRE,2553
2017-03-01,P84635,THE WHITSWOOD PRACTICE,3760
2017-03-01,P84637,DR KHAN'S PRACTICE,2658
2017-03-01,P84639,FALLOWFIELD MEDICAL CENTRE,2118
2017-03-01,P84640,QUEENS MEDICAL CENTRE,2830
2017-03-01,P84644,PARKSIDE SURGERY,4548
2017-03-01,P84645,PARK VIEW MEDICAL CENTRE,6092
2017-03-01,P84650,THE ALEXANDRA PRACTICE,5537
2017-03-01,P84651,NORTHERN MOOR MEDICAL PRACTICE,3444
2017-03-01,P84652,CORKLAND ROAD MEDICAL PRACTICE,7536
2017-03-01,P84663,THE NEVILLE FAMILY CENTRE,3777
2017-03-01,P84665,AL-SHIFA MEDICAL CENTRE,2795
2017-03-01,P84669,CORNBROOK MEDICAL PRACTICE,11418
2017-03-01,P84672,WOODLANDS MEDICAL PRACTICE,3184
2017-03-01,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,10664
2017-03-01,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,13881
2017-03-01,P84679,WILLOWBANK SURGERY,1750
2017-03-01,P84682,BURNAGE HEALTHCARE PRACTICE,2282
2017-03-01,P84683,THE DOC'S SURGERY,7477
2017-03-01,P84684,JOLLY MEDICAL CENTRE,3308
2017-03-01,P84689,LONGSIGHT MEDICAL PRACTICE,4710
2017-03-01,P84690,DAM HEAD MEDICAL CENTRE,2730
2017-03-01,Y01695,MP VICTORIA MILL,2488
2017-03-01,Y02325,CHARLESTOWN MD,3673
2017-03-01,Y02520,SIMPSON MEDICAL PRACTICE,5898
2017-03-01,Y02849,CITY HEALTH CENTRE,9944
2017-03-01,Y02890,HAWTHORN MC,5089
2017-03-01,Y02960,NEW BANK HEALTH,5841
2017-04-01,P84004,FIVE OAKS FAMILIY PRACTICE,9077
2017-04-01,P84005,THE VALLANCE CENTRE,7472
2017-04-01,P84009,AILSA CRAIG MEDICAL CENTRE,10184
2017-04-01,P84010,THE BORCHARDT MEDICAL CENTRE,10486
2017-04-01,P84012,NORTHENDEN GROUP PRACTICE,10343
2017-04-01,P84014,RK MEDICAL PRACTICE,4545
2017-04-01,P84016,LEVENSHULME MEDICAL PRACTICE,7651
2017-04-01,P84017,LADYBARN GROUP PRACTICE,10593
2017-04-01,P84018,MAULDETH MEDICAL CENTRE,6365
2017-04-01,P84019,VALENTINE MEDICAL CENTRE,10665
2017-04-01,P84020,PEEL HALL MEDICAL CENTRE,8785
2017-04-01,P84021,THE MAPLES MEDICAL CENTRE,8331
2017-04-01,P84022,KINGSWAY MEDICAL PRACTICE,6006
2017-04-01,P84023,SURREY LODGE PRACTICE,8638
2017-04-01,P84024,BOWLAND MEDICAL PRACTICE,7730
2017-04-01,P84025,ST GEORGE'S MEDICAL CENTRE,6877
2017-04-01,P84026,DICKENSON ROAD MEDICAL CENTRE,6989
2017-04-01,P84027,WEST POINT MEDICAL CENTRE,7299
2017-04-01,P84028,GORTON MEDICAL CENTRE,8347
2017-04-01,P84029,BENCHILL MEDICAL PRACTICE,9570
2017-04-01,P84030,NEW COLLEGIATE MEDICAL CENTRE,13708
2017-04-01,P84032,DRS HANIF & BANNURU,6429
2017-04-01,P84033,BEACON MEDICAL CENTRE,3905
2017-04-01,P84034,BARLOW MEDICAL CENTRE,14235
2017-04-01,P84035,BODEY MEDICAL CENTRE,17069
2017-04-01,P84037,DR CUNNINGHAM & PARTNERS,6655
2017-04-01,P84038,ASHVILLE SURGERY,9024
2017-04-01,P84039,THE RANGE MEDICAL CENTRE,8128
2017-04-01,P84040,CONRAN MEDICAL CENTRE,5959
2017-04-01,P84041,CORNERSTONE FAMILY PRACTICE,6785
2017-04-01,P84042,FLORENCE HOUSE MEDICAL PRACTICE,8795
2017-04-01,P84043,CORNISHWAY GROUP PRACTICE,9061
2017-04-01,P84045,THE PARK MEDICAL CENTRE,5085
2017-04-01,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,11293
2017-04-01,P84047,DROYLSDEN RD FAMILY PRACTICE,4443
2017-04-01,P84048,TREGENNA GROUP PRACTICE,6532
2017-04-01,P84049,THE AVENUE MEDICAL CENTRE,10253
2017-04-01,P84050,MOUNT ROAD SURGERY,7986
2017-04-01,P84051,EASTLANDS MEDICAL CENTRE,5410
2017-04-01,P84052,WEST GORTON MEDICAL PRACTICE,6593
2017-04-01,P84053,ASHCROFT SURGERY,8112
2017-04-01,P84054,WHITLEY ROAD MEDICAL CENTRE,6631
2017-04-01,P84055,MERSEYBANK SURGERY,2672
2017-04-01,P84056,PRINCESS ROAD SURGERY,4811
2017-04-01,P84059,LIME SQUARE MEDICAL CENTRE,6134
2017-04-01,P84061,BROOKLANDS MEDICAL PRACTICE,5929
2017-04-01,P84062,BROOKDALE SURGERY,2530
2017-04-01,P84064,NEW ISLINGTON MEDICAL CENTRE,5011
2017-04-01,P84065,THE SINGH MEDICAL PRACTICE,3927
2017-04-01,P84066,DAVID MEDICAL CENTRE,4272
2017-04-01,P84067,HAZELDENE MEDICAL CENTRE,6782
2017-04-01,P84068,CHORLTON FAMILY PRACTICE,14734
2017-04-01,P84070,NEWTON HEATH MEDICAL CENTRE,6402
2017-04-01,P84071,WILBRAHAM SURGERY,4350
2017-04-01,P84072,THE ROBERT DARBISHIRE PRACTICE,21657
2017-04-01,P84074,WELLFIELD MEDICAL CENTRE,10099
2017-04-01,P84605,FERNCLOUGH SURGERY,2055
2017-04-01,P84611,"DR CHIU, KOH AND GAN",6041
2017-04-01,P84616,MANCHESTER MEDICAL,7216
2017-04-01,P84623,ALEESHAN MEDICAL CENTRE,1200
2017-04-01,P84626,WILMSLOW ROAD SURGERY,4816
2017-04-01,P84630,THE ARCH MEDICAL PRACTICE,16684
2017-04-01,P84631,ARTANE MEDICAL CENTRE,2591
2017-04-01,P84635,THE WHITSWOOD PRACTICE,3773
2017-04-01,P84637,DR KHAN'S PRACTICE,2677
2017-04-01,P84639,FALLOWFIELD MEDICAL CENTRE,1880
2017-04-01,P84640,QUEENS MEDICAL CENTRE,2822
2017-04-01,P84644,PARKSIDE SURGERY,4494
2017-04-01,P84645,PARK VIEW MEDICAL CENTRE,6099
2017-04-01,P84650,THE ALEXANDRA PRACTICE,5587
2017-04-01,P84651,NORTHERN MOOR MEDICAL PRACTICE,3553
2017-04-01,P84652,CORKLAND ROAD MEDICAL PRACTICE,7652
2017-04-01,P84663,THE NEVILLE FAMILY CENTRE,3833
2017-04-01,P84665,AL-SHIFA MEDICAL CENTRE,2813
2017-04-01,P84669,CORNBROOK MEDICAL PRACTICE,11591
2017-04-01,P84672,WOODLANDS MEDICAL PRACTICE,3196
2017-04-01,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,10569
2017-04-01,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,13992
2017-04-01,P84679,WILLOWBANK SURGERY,1746
2017-04-01,P84682,BURNAGE HEALTHCARE PRACTICE,2283
2017-04-01,P84683,THE DOC'S SURGERY,7535
2017-04-01,P84684,JOLLY MEDICAL CENTRE,3345
2017-04-01,P84689,LONGSIGHT MEDICAL PRACTICE,4749
2017-04-01,P84690,DAM HEAD MEDICAL CENTRE,2746
2017-04-01,Y01695,MP VICTORIA MILL,2464
2017-04-01,Y02325,CHARLESTOWN MD,3737
2017-04-01,Y02520,SIMPSON MEDICAL PRACTICE,5875
2017-04-01,Y02849,CITY HEALTH CENTRE,10478
2017-04-01,Y02890,HAWTHORN MC,5075
2017-04-01,Y02960,NEW BANK HEALTH,5760
2017-05-01,P84004,FIVE OAKS FAMILIY PRACTICE,9071
2017-05-01,P84005,THE VALLANCE CENTRE,7430
2017-05-01,P84009,AILSA CRAIG MEDICAL CENTRE,10185
2017-05-01,P84010,THE BORCHARDT MEDICAL CENTRE,10481
2017-05-01,P84012,NORTHENDEN GROUP PRACTICE,10330
2017-05-01,P84014,RK MEDICAL PRACTICE,4548
2017-05-01,P84016,LEVENSHULME MEDICAL PRACTICE,7644
2017-05-01,P84017,LADYBARN GROUP PRACTICE,10591
2017-05-01,P84018,MAULDETH MEDICAL CENTRE,6301
2017-05-01,P84019,VALENTINE MEDICAL CENTRE,10680
2017-05-01,P84020,PEEL HALL MEDICAL CENTRE,8801
2017-05-01,P84021,THE MAPLES MEDICAL CENTRE,8339
2017-05-01,P84022,KINGSWAY MEDICAL PRACTICE,6024
2017-05-01,P84023,SURREY LODGE PRACTICE,8619
2017-05-01,P84024,BOWLAND MEDICAL PRACTICE,7728
2017-05-01,P84025,ST GEORGE'S MEDICAL CENTRE,6891
2017-05-01,P84026,DICKENSON ROAD MEDICAL CENTRE,6982
2017-05-01,P84027,WEST POINT MEDICAL CENTRE,7311
2017-05-01,P84028,GORTON MEDICAL CENTRE,8323
2017-05-01,P84029,BENCHILL MEDICAL PRACTICE,9579
2017-05-01,P84030,NEW COLLEGIATE MEDICAL CENTRE,13688
2017-05-01,P84032,DRS HANIF & BANNURU,6415
2017-05-01,P84033,BEACON MEDICAL CENTRE,3910
2017-05-01,P84034,BARLOW MEDICAL CENTRE,14245
2017-05-01,P84035,BODEY MEDICAL CENTRE,17004
2017-05-01,P84037,DR CUNNINGHAM & PARTNERS,6629
2017-05-01,P84038,ASHVILLE SURGERY,9058
2017-05-01,P84039,THE RANGE MEDICAL CENTRE,8063
2017-05-01,P84040,CONRAN MEDICAL CENTRE,6003
2017-05-01,P84041,CORNERSTONE FAMILY PRACTICE,6807
2017-05-01,P84042,FLORENCE HOUSE MEDICAL PRACTICE,8822
2017-05-01,P84043,CORNISHWAY GROUP PRACTICE,9043
2017-05-01,P84045,THE PARK MEDICAL CENTRE,5084
2017-05-01,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,11349
2017-05-01,P84047,DROYLSDEN RD FAMILY PRACTICE,4438
2017-05-01,P84048,TREGENNA GROUP PRACTICE,6536
2017-05-01,P84049,THE AVENUE MEDICAL CENTRE,10242
2017-05-01,P84050,MOUNT ROAD SURGERY,7995
2017-05-01,P84051,EASTLANDS MEDICAL CENTRE,5395
2017-05-01,P84052,WEST GORTON MEDICAL PRACTICE,6596
2017-05-01,P84053,ASHCROFT SURGERY,8101
2017-05-01,P84054,WHITLEY ROAD MEDICAL CENTRE,6636
2017-05-01,P84055,MERSEYBANK SURGERY,2668
2017-05-01,P84056,PRINCESS ROAD SURGERY,4818
2017-05-01,P84059,LIME SQUARE MEDICAL CENTRE,6140
2017-05-01,P84061,BROOKLANDS MEDICAL PRACTICE,5923
2017-05-01,P84062,BROOKDALE SURGERY,2525
2017-05-01,P84064,NEW ISLINGTON MEDICAL CENTRE,5051
2017-05-01,P84065,THE SINGH MEDICAL PRACTICE,3916
2017-05-01,P84066,DAVID MEDICAL CENTRE,4290
2017-05-01,P84067,HAZELDENE MEDICAL CENTRE,6775
2017-05-01,P84068,CHORLTON FAMILY PRACTICE,14760
2017-05-01,P84070,NEWTON HEATH MEDICAL CENTRE,6419
2017-05-01,P84071,WILBRAHAM SURGERY,4348
2017-05-01,P84072,THE ROBERT DARBISHIRE PRACTICE,21632
2017-05-01,P84074,WELLFIELD MEDICAL CENTRE,9999
2017-05-01,P84605,FERNCLOUGH SURGERY,2048
2017-05-01,P84611,"DR CHIU, KOH AND GAN",6043
2017-05-01,P84616,MANCHESTER MEDICAL,7136
2017-05-01,P84623,ALEESHAN MEDICAL CENTRE,1183
2017-05-01,P84626,WILMSLOW ROAD SURGERY,4801
2017-05-01,P84630,THE ARCH MEDICAL PRACTICE,16650
2017-05-01,P84631,ARTANE MEDICAL CENTRE,2597
2017-05-01,P84635,THE WHITSWOOD PRACTICE,3769
2017-05-01,P84637,DR KHAN'S PRACTICE,2689
2017-05-01,P84639,FALLOWFIELD MEDICAL CENTRE,1871
2017-05-01,P84640,QUEENS MEDICAL CENTRE,2822
2017-05-01,P84644,PARKSIDE SURGERY,4477
2017-05-01,P84645,PARK VIEW MEDICAL CENTRE,6101
2017-05-01,P84650,THE ALEXANDRA PRACTICE,5619
2017-05-01,P84651,NORTHERN MOOR MEDICAL PRACTICE,3603
2017-05-01,P84652,CORKLAND ROAD MEDICAL PRACTICE,7661
2017-05-01,P84663,THE NEVILLE FAMILY CENTRE,3836
2017-05-01,P84665,AL-SHIFA MEDICAL CENTRE,2855
2017-05-01,P84669,CORNBROOK MEDICAL PRACTICE,11616
2017-05-01,P84672,WOODLANDS MEDICAL PRACTICE,3199
2017-05-01,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,10525
2017-05-01,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,14026
2017-05-01,P84679,WILLOWBANK SURGERY,1748
2017-05-01,P84682,BURNAGE HEALTHCARE PRACTICE,2289
2017-05-01,P84683,THE DOC'S SURGERY,7555
2017-05-01,P84684,JOLLY MEDICAL CENTRE,3349
2017-05-01,P84689,LONGSIGHT MEDICAL PRACTICE,4778
2017-05-01,P84690,DAM HEAD MEDICAL CENTRE,2753
2017-05-01,Y01695,MP VICTORIA MILL,2460
2017-05-01,Y02325,CHARLESTOWN MD,3752
2017-05-01,Y02520,SIMPSON MEDICAL PRACTICE,5884
2017-05-01,Y02849,CITY HEALTH CENTRE,10574
2017-05-01,Y02890,HAWTHORN MC,5077
2017-05-01,Y02960,NEW BANK HEALTH,5762
2017-06-01,P84004,FIVE OAKS FAMILIY PRACTICE,9067
2017-06-01,P84005,THE VALLANCE CENTRE,7370
2017-06-01,P84009,AILSA CRAIG MEDICAL CENTRE,10226
2017-06-01,P84010,THE BORCHARDT MEDICAL CENTRE,10472
2017-06-01,P84012,NORTHENDEN GROUP PRACTICE,10303
2017-06-01,P84014,RK MEDICAL PRACTICE,4552
2017-06-01,P84016,LEVENSHULME MEDICAL PRACTICE,7682
2017-06-01,P84017,LADYBARN GROUP PRACTICE,10608
2017-06-01,P84018,MAULDETH MEDICAL CENTRE,6241
2017-06-01,P84019,VALENTINE MEDICAL CENTRE,10668
2017-06-01,P84020,PEEL HALL MEDICAL CENTRE,8841
2017-06-01,P84021,THE MAPLES MEDICAL CENTRE,8353
2017-06-01,P84022,KINGSWAY MEDICAL PRACTICE,6025
2017-06-01,P84023,SURREY LODGE PRACTICE,8570
2017-06-01,P84024,BOWLAND MEDICAL PRACTICE,7747
2017-06-01,P84025,ST GEORGE'S MEDICAL CENTRE,6923
2017-06-01,P84026,DICKENSON ROAD MEDICAL CENTRE,7019
2017-06-01,P84027,WEST POINT MEDICAL CENTRE,7308
2017-06-01,P84028,GORTON MEDICAL CENTRE,8316
2017-06-01,P84029,BENCHILL MEDICAL PRACTICE,9575
2017-06-01,P84030,NEW COLLEGIATE MEDICAL CENTRE,13708
2017-06-01,P84032,DRS HANIF & BANNURU,6429
2017-06-01,P84033,BEACON MEDICAL CENTRE,3929
2017-06-01,P84034,BARLOW MEDICAL CENTRE,14323
2017-06-01,P84035,BODEY MEDICAL CENTRE,16981
2017-06-01,P84037,DR CUNNINGHAM & PARTNERS,6597
2017-06-01,P84038,ASHVILLE SURGERY,9074
2017-06-01,P84039,THE RANGE MEDICAL CENTRE,8020
2017-06-01,P84040,CONRAN MEDICAL CENTRE,6051
2017-06-01,P84041,CORNERSTONE FAMILY PRACTICE,6797
2017-06-01,P84042,FLORENCE HOUSE MEDICAL PRACTICE,8883
2017-06-01,P84043,CORNISHWAY GROUP PRACTICE,9049
2017-06-01,P84045,THE PARK MEDICAL CENTRE,5098
2017-06-01,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,11379
2017-06-01,P84047,DROYLSDEN RD FAMILY PRACTICE,4427
2017-06-01,P84048,TREGENNA GROUP PRACTICE,6549
2017-06-01,P84049,THE AVENUE MEDICAL CENTRE,10231
2017-06-01,P84050,MOUNT ROAD SURGERY,8004
2017-06-01,P84051,EASTLANDS MEDICAL CENTRE,5398
2017-06-01,P84052,WEST GORTON MEDICAL PRACTICE,6602
2017-06-01,P84053,ASHCROFT SURGERY,8121
2017-06-01,P84054,WHITLEY ROAD MEDICAL CENTRE,6650
2017-06-01,P84055,MERSEYBANK SURGERY,2671
2017-06-01,P84056,PRINCESS ROAD SURGERY,4829
2017-06-01,P84059,LIME SQUARE MEDICAL CENTRE,6138
2017-06-01,P84061,BROOKLANDS MEDICAL PRACTICE,5955
2017-06-01,P84062,BROOKDALE SURGERY,2513
2017-06-01,P84064,NEW ISLINGTON MEDICAL CENTRE,5123
2017-06-01,P84065,THE SINGH MEDICAL PRACTICE,3898
2017-06-01,P84066,DAVID MEDICAL CENTRE,4306
2017-06-01,P84067,HAZELDENE MEDICAL CENTRE,6796
2017-06-01,P84068,CHORLTON FAMILY PRACTICE,14819
2017-06-01,P84070,NEWTON HEATH MEDICAL CENTRE,6425
2017-06-01,P84071,WILBRAHAM SURGERY,4359
2017-06-01,P84072,THE ROBERT DARBISHIRE PRACTICE,21622
